id,product_id,feature_id,tenant_domain,market_id,title,description,quarter,year,effort,status,ai_recommended,created_at,updated_at,from_feedback
e01f0798-3fcc-42ee-9528-db4b6060d887,afefe297-2a85-436c-9016-3742a48b0f57,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,AI Chat Interface,"Azure OpenAI/Claude integration with SSE streaming, contextual chat UI with human-in-the-loop approval, and multi-turn conversation support",Q1,2026,xl,planned,f,2026-01-22 22:39:33.652933,2026-01-22 22:40:10.564,f
e79ebae2-4829-4e2f-9615-bb5f9af3a049,afefe297-2a85-436c-9016-3742a48b0f57,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,AI-Enhanced Workflows,"Smart time entry suggestions based on patterns, receipt OCR with auto-extraction and category prediction, and estimate intelligence with similar project suggestions",Q3,2026,l,planned,f,2026-01-22 22:39:33.696557,2026-01-22 22:40:23.265,f
f09a3d1e-2827-4040-ac1a-f699a2579c33,afefe297-2a85-436c-9016-3742a48b0f57,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Mobile Optimization,"Touch-first time entry with large touch targets, mobile expense capture with camera integration, and offline capability with sync",Q1,2026,xl,planned,f,2026-01-22 22:39:33.58305,2026-01-22 22:40:32.647,f
02814892-a155-4f76-8ec3-ee1f5a7f23c5,afefe297-2a85-436c-9016-3742a48b0f57,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Advanced Financial Reporting,"Year-over-year revenue analysis with forecasting, estimate vs actual aggregate metrics by project type/client/team, and seasonal trend analysis",Q2,2026,l,planned,f,2026-01-22 22:39:33.630749,2026-01-22 22:40:37.969,f
9e4c9d82-d5d8-4d07-9a85-95cad2a06dd1,afefe297-2a85-436c-9016-3742a48b0f57,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Project Status Reports,"Comprehensive reports with milestone progress, budget vs actual, variance analysis, multiple templates, PDF generation with branding, and scheduled distribution",Q1,2026,l,planned,f,2026-01-22 22:39:33.608225,2026-01-22 22:41:03.504,f
41272160-f1a5-428d-bb67-ff0fba4c88fa,06deda54-8c2d-4673-ad71-9fffe3a314d3,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Create Teams + Channels for Big Rocks,Automatically create Microsoft Teams and channels for Big Rock items,Q1,2026,m,planned,f,2026-01-22 22:51:04.831908,2026-01-22 22:51:47.108,f
c6696d60-f6ef-4779-8301-dd44ac6aee27,afefe297-2a85-436c-9016-3742a48b0f57,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,MCP Server for Agentic AI,"AI tools for creating time entries, expenses from receipts, drafting invoices, generating estimates from prompts, and suggesting resource allocation",Q1,2026,xl,planned,f,2026-01-22 22:39:33.674799,2026-01-22 22:41:34.523,f
55242733-05a6-4a85-8b11-7c170bc34683,06deda54-8c2d-4673-ad71-9fffe3a314d3,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,M365 Copilot Agent,Natural language interaction with Vega through Microsoft 365 Copilot,Q1,2026,xl,planned,f,2026-01-22 22:51:04.662924,2026-01-22 22:51:04.662924,f
af2c605f-df36-4232-b6a1-ae3ee95a00d5,06deda54-8c2d-4673-ad71-9fffe3a314d3,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Excel Data Binding,Link Key Results directly to Excel cells for automatic progress updates,Q1,2026,l,planned,f,2026-01-22 22:51:04.69466,2026-01-22 22:51:04.69466,f
742f31be-b5a4-44ab-ba11-0793bb460926,06deda54-8c2d-4673-ad71-9fffe3a314d3,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Strategy Cascade Visualization,Visual hierarchy showing how strategies flow down to objectives and actions,Q2,2026,l,planned,f,2026-01-22 22:51:04.717346,2026-01-22 22:51:04.717346,f
ec1f7d22-b3c3-4495-a240-e67fbd189d81,06deda54-8c2d-4673-ad71-9fffe3a314d3,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,OKR Health Scoring,AI-powered health assessments with predictive risk indicators,Q2,2026,xl,planned,f,2026-01-22 22:51:04.740389,2026-01-22 22:51:04.740389,f
cb696e39-de3d-4f37-81d5-4cf3eb59d2fa,06deda54-8c2d-4673-ad71-9fffe3a314d3,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Cross-Team Dependencies,Track and visualize dependencies between team objectives,Q2,2026,l,planned,f,2026-01-22 22:51:04.763717,2026-01-22 22:51:04.763717,f
e7ed0fca-258d-4716-83ce-65e5ce3eee3b,06deda54-8c2d-4673-ad71-9fffe3a314d3,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Power BI Data Pull,Link Key Results to Power BI measures for automatic progress updates,Q2,2026,l,planned,f,2026-01-22 22:51:04.786266,2026-01-22 22:51:04.786266,f
2b9b6560-c0f8-4496-8e6f-5d8c30a32c9a,06deda54-8c2d-4673-ad71-9fffe3a314d3,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Planner Sync for Big Rock Tasks,Bidirectional sync between Big Rock Tasks and Microsoft Planner,Q1,2026,xl,planned,f,2026-01-22 22:51:04.808841,2026-01-22 22:52:02.986,f
4a2161e2-130e-4ae7-8e15-871d0ee187f1,06deda54-8c2d-4673-ad71-9fffe3a314d3,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Pin Planner tabs to channels,Automatically pin Planner tabs to corresponding Teams channels,Q1,2026,s,planned,f,2026-01-22 22:51:04.854943,2026-01-22 22:51:52.462,f
988e7327-5e6e-4004-915d-ff4a6d3827f8,06deda54-8c2d-4673-ad71-9fffe3a314d3,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Status mapping for Planner sync,"Map Planner task statuses to progress percentages: Open=0%, In Progress=50%, Completed=100%",Q1,2026,s,planned,f,2026-01-22 22:51:04.879374,2026-01-22 22:51:58.063,f
ad40737b-4db3-413c-85fe-4a3b4686e22f,19655dda-7457-4502-88d9-3fe33f65564d,,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,Collaborative Workspace Analytics and Performance Insights,"Competitors focus on document-level analytics, but none emphasize workspace-level collaboration intelligence. M-Files could differentiate by providing insights into workspace health, stakeholder engagement patterns, bottlenecks in project contexts, and productivity metrics—turning Workspaces into not just an organizational tool but a continuous improvement platform that demonstrates ROI.",Q4,2026,m,planned,t,2026-01-23 16:19:57.27812,2026-01-23 16:19:57.27812,f
b8c84396-ab04-4430-b090-8443feff17c9,19655dda-7457-4502-88d9-3fe33f65564d,,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,AI-Powered Workspace Recommendations and Auto-Assembly,"While competitors focus on general AI document processing, M-Files' context-first architecture creates a unique opportunity to intelligently recommend related workspaces, auto-assemble project contexts, and predict which stakeholders or documents should be included. This would differentiate Workspaces by making AI contextually aware rather than just document-aware, turning the context-first approach into a competitive moat.",Q2,2026,l,planned,t,2026-01-23 16:19:59.907945,2026-01-23 16:19:59.907945,f
4d3bf7b0-c936-439d-875b-67bce11f1672,19655dda-7457-4502-88d9-3fe33f65564d,,synozur.com,17daaca7-2a15-4f92-bbf3-c9a401ef36ac,AI-Powered Content Intelligence and Insights,"All major competitors (Laserfiche, Box, Hyland, OpenText) prominently feature AI-powered content analysis, intelligent document processing, and automated data extraction as core differentiators. M-Files Workspaces currently lacks visible AI capabilities beyond context-linking, putting it at risk of appearing less innovative. Adding AI-driven insights, document classification, and predictive recommendations within Workspaces would align with market expectations and leverage M-Files' context-first architecture uniquely.",Q2,2026,l,planned,t,2026-01-23 16:20:04.945162,2026-01-23 16:20:04.945162,f
7bb05643-b1ff-44be-b1fd-88d72e843b67,06deda54-8c2d-4673-ad71-9fffe3a314d3,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,ROI Measurement & Value Quantification Engine,"Every competitor prominently features quantified results (E78's EBITDA impact, Point B's 1,350+ projects, West Monroe's $3.5B+ benefits delivered). Vega has analytics features but lacks a comprehensive ROI calculator that translates OKR achievement and strategic execution into financial impact. Without proving measurable business value, Vega risks being deprioritized as a 'nice-to-have' tool versus competitors who guarantee tangible outcomes.",Q1,2026,l,planned,t,2026-01-24 02:53:25.071199,2026-01-24 02:53:25.071199,f
dc80502c-e5d1-4ee2-ae34-5a6f657aed3e,7ad06a5d-21c0-4bfc-a8ff-01bdc58da5fe,,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Industry-Specific Workshop Templates & Best Practices Library,"Competitors emphasize deep vertical expertise (E78: PE-focused, Propeller: retail expertise, Point B: aerospace, financial services, healthcare). Nebula's configurable modules are industry-agnostic, missing an opportunity to package domain-specific workshop blueprints, facilitation guides, and success metrics. Creating a marketplace of industry-tailored templates would accelerate adoption and position Nebula as an expert platform rather than a generic tool.",Q4,2026,m,planned,t,2026-01-24 17:44:59.442571,2026-01-24 17:44:59.442571,f
099d732a-918e-45a7-a0db-80ddbbb97e76,7afeb88d-548a-4849-b49f-e7269953a0a8,,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,IA Blueprint Marketplace & Community Sharing,"THEMIS IA has 'Reusable Components' and 'HELUX Blueprint Integration,' but there's a strategic opportunity to create an ecosystem play that neither DryvIQ nor Xillio offers: a curated marketplace of industry-specific IA blueprints (healthcare, finance, government) with community contributions and best-practice templates. This would accelerate time-to-value, create vendor lock-in through invested blueprint libraries, and position THEMIS as a platform rather than just a tool—transforming your solution from custom IA development to rapid IA deployment from proven patterns.",Q4,2026,m,planned,t,2026-01-25 01:39:03.448642,2026-01-25 01:39:03.448642,f
e818985c-7643-4067-b5a8-7d139b367000,7afeb88d-548a-4849-b49f-e7269953a0a8,,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,IA-Specific Governance Automation & Policy Engine,"While competitors focus on migration and data management, there's a clear opportunity to own the 'information architecture governance' category by building policy-driven automation that enforces IA standards, detects drift, and auto-remediates structure violations. DryvIQ and Xillio handle content governance but not architectural governance—you could differentiate by making THEMIS IA the system of record for IA compliance, automatically auditing deployed sites against approved blueprints and providing remediation workflows.",Q2,2026,m,planned,t,2026-01-25 01:39:05.1992,2026-01-25 01:39:05.1992,f
4c5a49ab-bc1b-4a6a-b60f-74423142749d,7afeb88d-548a-4849-b49f-e7269953a0a8,,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,Enterprise-Scale Performance & Transparent ROI Metrics,"DryvIQ prominently markets petabyte-scale performance (100 TB/day) with published performance metrics and quantified customer savings (e.g., $1M annual savings case studies), while Xillio emphasizes handling 'the world's most complex migrations.' THEMIS IA's '50% deployment time reduction' is valuable but lacks the enterprise-scale proof points and transparent performance SLAs that large organizations require. Without published benchmarks, customer case studies with quantified outcomes, and demonstrated scalability for Fortune 500 deployments, you risk being eliminated early in enterprise RFPs.",Q1,2026,l,planned,t,2026-01-25 01:39:06.386381,2026-01-25 01:39:06.386381,f
0b882b53-4a4c-4420-ad82-5f8d3a4ec25a,7afeb88d-548a-4849-b49f-e7269953a0a8,,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,AI-Ready Content Classification & Discovery,"DryvIQ has built a significant competitive moat around AI-readiness, offering automated content classification, sensitive data detection, and data catalog capabilities that prepare unstructured content for Copilot and GenAI adoption. THEMIS IA currently focuses on structure and deployment but lacks intelligent content discovery and classification features that are becoming table-stakes for enterprise content platforms. Without this capability, you risk being positioned as a legacy IA tool while competitors enable the AI transformation narrative.",Q2,2026,l,planned,t,2026-01-25 01:39:07.84039,2026-01-25 01:39:07.84039,f
a95fed86-7c8a-4476-a950-fb75ef417c2c,cfa5085e-9e16-4e9c-b4b1-03f4a7d32e08,,synozur.com,0ac8db60-16c4-4665-a8f3-e4655a5a29b5,Frontline & Deskless Worker Experience,"Competitors heavily emphasize serving frontline, field, and deskless workers as a distinct use case with specialized features. Atlas lacks clear messaging or features specifically addressing this growing workforce segment. Adding mobile-first interfaces, offline capabilities, and simplified contribution workflows for non-desk workers would address a critical market need.",Q2,2026,l,planned,t,2026-01-30 09:20:56.037679,2026-01-30 09:20:56.037679,f
81dafbf3-01a9-4c6d-be05-8b581c891c2d,7afeb88d-548a-4849-b49f-e7269953a0a8,,synozur.com,5428db01-79b3-4487-a2b2-0e63327f2510,Multi-Platform Content Migration & Integration,"Both DryvIQ (40+ connectors) and Xillio (60+ connectors) have invested heavily in broad platform connectivity beyond SharePoint, enabling customers to consolidate content from legacy ECM systems, Google Workspace, Box, and other repositories. THEMIS IA's exclusive focus on SharePoint Online limits addressable market and prevents participation in broader digital transformation projects where organizations are migrating from multiple source systems. This single-platform constraint makes you vulnerable to displacement in competitive enterprise deals.",Q3,2026,l,planned,t,2026-01-25 01:39:12.510199,2026-01-25 01:39:12.510199,f
3331c603-c0bb-4b72-b31c-cb3099462573,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,Microsoft 365 Archive file-level archiving,File-level archiving capabilities for Microsoft 365 Archive in SharePoint,Q2,2026,l,planned,f,2026-01-27 05:04:11.306829,2026-01-27 05:04:11.306829,f
a875370f-d4be-4ef1-8ca1-aa49f7215618,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,Next Generation of File & Folder Sharing,New file and folder sharing capabilities across Microsoft 365 applications including SharePoint,Q2,2026,xl,planned,f,2026-01-27 05:04:11.345873,2026-01-27 05:04:11.345873,f
47fc8adb-91ea-41b4-94f1-f5c94eefa344,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,Microsoft 365 Archive in GCC-L,Microsoft 365 Archive support for Government Community Cloud - Low environments,Q2,2026,m,planned,f,2026-01-27 05:04:11.369588,2026-01-27 05:04:11.369588,f
c66472db-bbee-4ba1-b586-1ebd052b9aae,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,Information Barriers v2 upgrade,Upgrading from Information Barriers v1 to IB v2 with new capabilities across Microsoft 365,Q1,2026,xl,planned,f,2026-01-27 05:04:11.392088,2026-01-27 05:04:11.392088,f
cba64690-fb4f-45b8-acaf-350a9f3358f0,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,SharePoint agent analytics on Viva Insights,Analytics for SharePoint agents integrated into Microsoft Viva Insights,Q1,2026,m,planned,f,2026-01-27 05:04:11.415129,2026-01-27 05:04:11.415129,f
b1cd5fb6-79fa-400a-8ec9-0f8f83828b8b,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,New web part for FAQs,New SharePoint web part designed for displaying frequently asked questions,Q1,2026,s,planned,f,2026-01-27 05:04:11.437414,2026-01-27 05:04:11.437414,f
517e6088-d9bb-416d-8af8-b1277d8f73b6,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,Drawn electronic signatures with eSignature,Support for drawn electronic signatures in Microsoft 365 and SharePoint documents,Q1,2026,m,planned,f,2026-01-27 05:04:11.459626,2026-01-27 05:04:11.459626,f
259f697a-7a1a-42f7-867f-0e739148c15a,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,Chat one-on-one with SharePoint agents in Teams,Ability to have one-on-one conversations with SharePoint agents directly in Microsoft Teams,Q1,2026,l,planned,f,2026-01-27 05:04:11.481758,2026-01-27 05:04:11.481758,f
128b6763-4e19-4077-81b8-021918dc81c1,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,Site Branding Governance via PowerShell,PowerShell capabilities for managing and governing SharePoint site branding,Q1,2026,m,planned,f,2026-01-27 05:04:11.504049,2026-01-27 05:04:11.504049,f
c629199a-ecf2-488f-8bde-e5f01e1e176e,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,Get relevant information from Lists in Knowledge Agent,Knowledge Agent integration with SharePoint Lists for retrieving relevant information,Q1,2026,m,planned,f,2026-01-27 05:04:11.526199,2026-01-27 05:04:11.526199,f
5ebc635d-20e9-485e-800e-dcc29678d520,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,OneNote usage inclusion in site analytics,Include OneNote usage data in SharePoint site analytics reporting,Q1,2026,s,planned,f,2026-01-27 05:04:11.548413,2026-01-27 05:04:11.548413,f
949bf08b-fcbc-41c1-ac66-6992a44ac5db,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,New Workflows app experience in Teams and SharePoint,Redesigned Workflows application experience for Microsoft Teams and SharePoint,Q1,2026,l,planned,f,2026-01-27 05:04:11.570705,2026-01-27 05:04:11.570705,f
7f723010-2e4b-4670-9a51-b5dd07b3869b,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,Microsoft designed dark themes for SharePoint Sites,New Microsoft-designed dark theme options for SharePoint sites,Q1,2026,m,planned,f,2026-01-27 05:04:11.596948,2026-01-27 05:04:11.596948,f
8cbace0c-3a08-402f-8c44-55984c0879fa,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,Optimizing Version History for lists and libraries,Performance and functionality improvements for version history in SharePoint lists and document libraries,Q4,2026,l,planned,f,2026-01-27 05:04:11.619144,2026-01-27 05:04:11.619144,f
e78fc72f-bb1d-4119-8010-9a22f8f699e1,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,Site attestation,Site attestation capabilities for SharePoint site governance and compliance,Q3,2026,m,planned,f,2026-01-27 05:04:11.64126,2026-01-27 05:04:11.64126,f
6285bf61-8ced-486e-beea-78dd82c37a4d,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,Create Industry-Specific AI Templates and Vertical Solutions,"OpenAI is expanding into healthcare, education, and enterprise-specific applications, while HubSpot emphasizes vertical growth solutions. SharePoint's 'business scenario templates' could evolve into AI-powered, industry-specific solutions (healthcare knowledge management with compliance, legal document intelligence, manufacturing quality documentation) that combine SharePoint's governance strength with Copilot capabilities. This would differentiate SharePoint from generic collaboration tools by offering pre-built, compliant solutions for regulated industries where SharePoint already has strong presence.",Q4,2026,m,planned,t,2026-01-27 05:05:20.348791,2026-01-27 05:05:20.348791,f
9c455721-51df-46bd-9572-aadc98dd2be1,298589ed-dc5f-44a1-8594-0e8270f78038,,synozur.com,5d149a37-4d48-4ada-994a-eff6cc41c995,Position SharePoint as Unified Knowledge Platform with Connected Data,"Competitors emphasize 'single source of truth' (HubSpot's Smart CRM) and 'unified platform' (Zoom Workplace consolidating tools) as key differentiators against disconnected tool sprawl. SharePoint should lean into its unique position as the enterprise knowledge backbone that unifies data across Microsoft 365, creating competitive messaging around 'connected knowledge' that eliminates silos Teams, OneDrive, Outlook, and Viva create. This positioning directly counters the fragmentation pain point competitors are exploiting.",Q1,2026,l,planned,t,2026-01-27 05:05:39.175422,2026-01-27 05:05:39.175422,f
