id,campaign_id,social_account_id,tenant_domain,platform,content,hashtags,image_prompt,status,edited_content,generation_job_id,created_at,updated_at,variant_group,scheduled_date,override_image_url,override_brand_asset_id,source_url,published_at,published_url,publish_error,publish_attempt_count,publish_next_attempt_at,voice_profile_snapshot,rewrite_lineage,source_asset_id,conference_id,conference_session_id,conference_image_id,post_role,solution_area_id,post_format,carousel_slides,repurpose_meta,link_url,link_label,source_brief_id,delivery_mode,exact_schedule,publish_not_before
01859be4-0529-4f20-8215-46c1706fd2a6,a5e07503-68d3-4299-a7e8-4728521ba107,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,"More AI is not the goal for nonprofits. Better AI is. The strongest organizations use it to reduce busywork while protecting trust, privacy, and human https://orbit.synozur.com/r/mqy84qg7","[""EthicalAI"", ""NonprofitInnovation"", ""Trust"", ""HumanValues""]","Bold editorial visual with the phrase concept of better not more, showing balanced scales between AI efficiency and human trust, privacy, and connection in a nonprofit setting",exported,,40bb17d2-103f-4d35-8eb9-5cea40923ea3,2026-05-24 16:55:07.699245,2026-06-25 20:27:06.18,dee68bdf-6b79-4a6a-8296-11a1c34c5a11,2026-06-13 17:00:00,,b876a3ca-2474-4058-955b-90bd1c960877,https://www.synozur.com/post/ai-in-nonprofits-force-multipliers-human-values,,,,0,,,[],fe440867-d8bc-4a29-aa35-adfaac7860ff,,,,,,,,,,,,csv,f,
01d0ae4f-b03e-45fd-8e7d-357e9a17667d,d996628b-bc16-45a7-800b-56caa21c6a57,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,What if giving everyone Copilot access is the easiest part of AI—and not proof it works? Synozur breaks down the gap between access and https://orbit.synozur.com/r/kfi53fwv,"[""AIAdoption"", ""AIGovernance"", ""BusinessTransformation""]","Executive dashboard view showing many AI chat tool icons unlocked, but KPI and ROI gauges dim or unanswered; Synozur brand palette with deep navy, electric purple, pink accents, clean enterprise design.",published,,dedfb332-a56f-40ec-8f2b-5913177adf2c,2026-06-20 16:43:11.575927,2026-06-22 20:03:23.776,362e3af7-ad70-411c-b7ce-0e0a3af54572,2026-06-24 13:40:00,/public-objects/conference-images/a77666d6-90a4-4796-89ba-e701b60842fe.png,,https://www.synozur.com/post/everyone-has-ai-access-almost-nobody-can-prove-it-works,2026-06-22 20:03:23.813,,,0,,,[],,,,,,,,,,,,,,f,
01fa2459-285f-4af2-805e-4be060904c6e,,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,"AI won’t wait—and neither should your planning process. Join our breakout, “From To-Do to Done: Unlock the New Microsoft Planner,” with Shari Oswald at TechCon 365 Chicago, Jun 18 at 9:00 AM in S105A. http://aka.synozur.com/tc365chi26","[""TechCon365"", ""Synozur""]",,exported,,189f284e-9c2f-4b01-b8a0-ec568027f189,2026-06-08 21:48:16.445264,2026-06-10 17:14:29.484,084ae162-24a5-4c55-8bf6-eeb5d254b69f,2026-06-14 23:19:00,/public-objects/conference-images/e8bdbccc-cfd9-4fe3-abf9-3f307d5282b7.png,,http://aka.synozur.com/tc365chi26,,,,0,,,[],,d795fd88-7a29-4959-a63d-8429b854c3a4,d424133f-a466-4556-99d2-7e6e6fd03eb4,59efc787-b006-4e01-a5f3-e8f0f9c32336,session,,,,,,,,,f,
02163278-50cc-4d56-a8ad-8c0995a0d5a7,8a8519f6-326b-4307-a963-733d4fd61e99,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,500 employees relying on one AI vendor can still face one outage that halts critical workflows. AI availability is now a continuity issue. Pressure-test dependencies before regulation does it for you.,"[""AIAvailability"", ""VendorAgnostic"", ""BusinessContinuity"", ""Manufacturing""]","Manufacturing operations dashboard with multiple workflow lines dependent on one central AI vendor node, one node dimming while fallback paths appear, enterprise visual in Synozur purple pink palette",approved,,c45ea6e8-33ad-4bdf-834c-2a4464e4d009,2026-06-17 18:20:06.387974,2026-06-24 16:12:17.21,56fb7ea8-50e9-4bcd-bf08-77455bdecc71,2026-06-30 14:00:00,/public-objects/conference-images/7e4d828c-d1de-448d-8f0b-14c83d5c6bb1.png,,,,,,0,,,[],,,,,,,,,,,,,csv,f,
02894379-554c-4ebd-82e7-ce41fd4257c3,99ceedbb-69a4-4860-8d64-fdc357a21fcc,,synozur.com,twitter,"Silence after an AI rollout is not adoption. It is often avoidance with better optics. Healthy use creates questions, feedback, and iteration. Measure those signals before the program stalls quietly.",[],,draft,,,2026-07-15 18:25:11.647653,2026-07-15 18:25:11.647653,,2026-07-20 16:00:00,,,,,,,0,,,[],,,,,,,single,,,,,,,f,
02d10ca3-dac2-496c-accd-c8d957ff1345,,f51792f4-cde1-4df4-85a5-f70b874d79a6,synozur.com,facebook,"What is really holding AI back in your organization?

For many teams, it is not ambition. It is not even the technology. It is the day-to-day reality of making Microsoft 365 reliable, governable, and ready for AI-driven work.

At TechCon 365 Chicago, our team will be sharing practical guidance in our breakout session, “Making M365 Reliable for AI: What to Monitor, How to Fix It,” presented by Chris McNulty on Jun 19 at 12:30 PM in Room S102A.

If you are trying to move from experimentation to operational discipline, we would love to connect. This is the kind of work we help organizations do every day: turning change into something real, repeatable, and sustainable.

Join us in Chicago, and if you have not registered yet, Save $200 with registration code SYNOZUR200. Details here: http://aka.synozur.com/tc365chi26

#TechCon365Chicago #MicrosoftCopilot #DigitalTransformation #EnterpriseAI #Synozur","[""TechCon365"", ""Synozur""]",,exported,,189f284e-9c2f-4b01-b8a0-ec568027f189,2026-06-08 21:43:51.046166,2026-06-10 17:14:29.484,7e6132db-da9e-4059-8880-a5243a502947,2026-06-09 17:02:00,/public-objects/conference-images/332b7d9c-d733-43d4-b060-eba451cedcb4.png,,http://aka.synozur.com/tc365chi26,,,,0,,,[],,d795fd88-7a29-4959-a63d-8429b854c3a4,13ee5768-a8c3-4f60-9ce9-000fa771753e,50ce17da-a080-47a0-a11b-9792d20db093,session,,,,,,,,,f,
02e4c5de-2fef-437d-ab9d-ebe58a43fd97,,b5fb6824-d40c-4834-bcf6-8c41474c47a5,synozur.com,instagram,"What happens after the pilot ends? That’s where the real work begins. As organizations push to make Microsoft 365 Copilot part of everyday practice, success depends on more than technology—it takes people, process, and discipline. That’s exactly what we’re bringing to TechCon 365 Chicago, Jun 15–19. Don’t miss Shari Oswald’s breakout session, “From To-Do to Done: Unlock the New Microsoft Planner,” on Jun 18 at 9:00 AM in room S105A. If your teams need a clearer path from scattered tasks to coordinated execution, this is a session to put on your schedule. And if you haven’t registered yet: Save $200 with registration code SYNOZUR200. http://aka.synozur.com/tc365chi26 #TechCon365Chicago #MicrosoftPlanner #FutureOfWork #Copilot #Synozur","[""TechCon365"", ""Synozur""]",,exported,,189f284e-9c2f-4b01-b8a0-ec568027f189,2026-06-08 21:48:36.845947,2026-06-10 17:14:29.484,457c174d-f408-4e1d-ac1d-67230d7977e0,2026-06-16 00:06:00,/public-objects/conference-images/e8bdbccc-cfd9-4fe3-abf9-3f307d5282b7.png,,http://aka.synozur.com/tc365chi26,,,,0,,,[],,d795fd88-7a29-4959-a63d-8429b854c3a4,d424133f-a466-4556-99d2-7e6e6fd03eb4,59efc787-b006-4e01-a5f3-e8f0f9c32336,session,,,,,,,,,f,
030cae08-bd47-4ed2-854e-23fa2697022b,a5e07503-68d3-4299-a7e8-4728521ba107,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,"A leadership team recently told us they had already invested in AI tools across the business. On paper, it looked like progress. In practice, teams were still unsure where AI fit, leaders lacked a common roadmap, and adoption was uneven from one function to the next.

That story is more common than many realize.

The Synozur 2026 AI Report draws on 120 maturity assessments and points to a consistent pattern: organizations rarely stop because the technology is unavailable. They stop because readiness, governance, and adoption have not kept pace.

The report also outlines three major signals for 2026:
• Microsoft’s first-party LLM
• the Agent Boss era
• governance standards shaped more directly by industry

For leaders, the takeaway is practical. AI success is not just about selecting tools. It is about building the conditions that let those tools create measurable business outcomes.

If your team is trying to move from experimentation to real traction, this report offers a clearer path forward.

Learn more: https://orbit.synozur.com/r/g29fg6e8","[""AIAdoption"", ""ChangeManagement"", ""ExecutiveLeadership"", ""Transformation""]","A realistic executive workshop scene with leaders around a table reviewing AI dashboards and sticky-note priorities, conveying early AI investment but uneven adoption, in a polished corporate style",deleted,,40bb17d2-103f-4d35-8eb9-5cea40923ea3,2026-05-24 16:55:07.699245,2026-06-25 20:27:06.18,1ed67010-92a2-4ccb-ad97-74fb93df2b01,,,b876a3ca-2474-4058-955b-90bd1c960877,https://www.synozur.com/items/2026-ai-report,,,,0,,,[],c6e622f0-8f87-416c-a940-11c2e2361bd8,,,,,,,,,,,,csv,f,
03171eaa-c05b-4b80-8c19-8788e61af585,526c3fe6-f60b-429a-8ccb-b6d2cac5d2e0,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,"What if your next Microsoft 365 event gave you more than notes and nice conversations?

What if it gave you a clearer path to adoption?

At M365 Community Conference 2026, the focus is on actionable knowledge you can use to accelerate digital transformation. Over three days in Orlando, attendees will have access to exclusive sessions, hands-on workshops, and valuable networking with Microsoft 365 professionals facing many of the same challenges.

The agenda speaks directly to what leaders need right now:

• What’s new and next in Microsoft 365, agents, and AI
• Practical guidance for Copilot adoption
• Hands-on learning that helps teams move faster
• Peer connection around real implementation questions

For organizations trying to make better use of Microsoft 365 while keeping people at the center of change, that combination matters. Technology decisions are easier when you can learn from practitioners, ask better questions, and bring back ideas your team can act on immediately.

If you’re looking for a practical way to strengthen your Microsoft 365, AI, and adoption strategy in 2026, this event is worth your attention. Read more: https://www.synozur.com/event-details/m365-community-conference-2026","[""MicrosoftCommunity"", ""Microsoft365"", ""Copilot"", ""AIReadiness"", ""WorkplaceTransformation"", ""Synozur"", ""M365Conf""]","Bright, high-energy conference networking scene with professionals discussing AI and Microsoft 365 strategy, visible workshop materials and digital screens, modern resort conference setting, polished and collaborative mood",exported,,8c11aff3-f8ac-4ab8-b8e0-23ff3026f1b4,2026-03-30 21:50:40.374144,2026-06-15 20:38:02.194956,32556dfa-8ddd-4433-a420-36102c6428cb,2026-04-03 17:30:00,,b93db6af-3e64-4326-976a-522a69285ce3,https://www.synozur.com/event-details/m365-community-conference-2026,,,,0,,,[],,,,,,,,,,,,,,f,
03185929-9b2f-4204-b489-971f7023cca5,074c2655-ec3c-4264-ba92-352563b13a8e,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,"Business and IT alignment gets talked about a lot.

But alignment becomes real when both sides can see the same opportunities, the same constraints, and the same next steps.

That is the purpose of Synozur Alliance’s M365 Academy.

This one-day workshop helps organizations unlock more value from Microsoft 365 by combining curated demos, guided exploration, scenario mapping, and prioritization into a practical modernization plan.

Instead of generic advice, teams get recommendations shaped around their workflows, priorities, and operating realities.

The focus is simple:
• improve everyday work
• reduce tool sprawl
• strengthen governance
• make adoption achievable

Included deliverables such as a modernization mini-roadmap, quick-win list, and governance recommendations help leadership move from discussion to action.

For organizations that know there is more value in M365 but need a clearer path to capture it, this workshop offers a focused starting point.

See the full workshop details: https://www.synozur.com/workshops/m365-academy-microsoft-365-transformation-day","[""MicrosoftModernization"", ""BusinessTransformation"", ""EmployeeExperience"", ""Collaboration"", ""ChangeManagement""]","Modern boardroom with business and IT stakeholders gathered around a table, viewing a simple transformation roadmap with Microsoft 365 icons, emphasis on alignment, clarity, and next steps, premium enterprise branding",exported,,da5eef00-f51f-4c6f-b77d-71928a1c45f3,2026-04-06 20:26:12.458398,2026-06-15 20:38:02.194956,0fb5cf21-fcd9-4498-a119-f23e8be6fbce,2026-04-24 16:00:00,,dd570c78-6955-4841-af75-933751646c34,https://www.synozur.com/workshops/m365-academy-microsoft-365-transformation-day,,,,0,,,[],,,,,,,,,,,,,,f,
0329a14b-a248-46d4-b004-1ea055277bd0,8dc0e13f-c91d-4cc4-abee-7b476b91598d,28e07d5b-fd3f-4ac7-b0d1-32aa0c3055c4,synozur.com,linkedin,"A common modernization challenge is not buying the wrong tools.

It is underusing the right ones.

Many organizations already have meaningful Microsoft 365 capabilities in place, yet still struggle with extra apps, inconsistent adoption, and governance gaps that slow progress.

That is why we built M365 Academy.

This one-day workshop helps teams step back, assess where value is being left on the table, and turn M365 into a more intentional part of how work gets done.

What participants walk away with:
• curated demonstrations tied to their real priorities
• scenario mapping from pain points to platform capabilities
• a prioritized action plan with quick wins and longer-term investments
• governance and adoption recommendations that are realistic for their environment

When business and IT align on what matters most, modernization gets simpler. Teams gain clarity. Leaders gain a roadmap. And adoption becomes more achievable.

If your organization is trying to get more value from Microsoft 365 without creating more noise, this is a strong place to start.

Read more: https://www.synozur.com/workshops/m365-academy-microsoft-365-transformation-day","[""Microsoft365"", ""WorkplaceModernization"", ""Governance"", ""ITStrategy""]","Modern enterprise visual showing a cluttered app landscape transforming into a streamlined Microsoft 365 workspace, with business and IT leaders aligning around a simple roadmap, polished corporate style",approved,,be908138-dc58-4048-82a9-af1312fb1f1a,2026-04-06 18:08:30.562383,2026-04-06 18:13:35.019,0af06b8f-13ab-4401-8ff8-6d25bf0b40b2,2026-04-06 18:00:00,,87966582-cc96-4401-a85e-bfeaab17b5ff,https://www.synozur.com/workshops/m365-academy-microsoft-365-transformation-day,,,,0,,,[],,,,,,,,,,,,,,f,
03547fee-7785-40a4-90cc-5570a323c7f4,,f7e9fed0-4ed0-467e-ac02-bf140adae7ed,synozur.com,twitter,"AI is demanding change. Most companies are falling behind. We help organizations close that gap—and we're bringing that work to Chicago. Meet our team at TechCon 365, Jun 15–19, McCormick Place South","[""TechCon365"", ""Synozur""]",,exported,,189f284e-9c2f-4b01-b8a0-ec568027f189,2026-06-08 21:49:22.946366,2026-06-10 17:14:29.484,5ace029b-1836-42c8-80f4-d355513d9132,2026-06-18 13:20:00,/public-objects/conference-images/015bafdb-42dd-4f6c-ae1f-54fb50d8748e.png,,http://aka.synozur.com/tc365chi26,,,,0,,,[],,d795fd88-7a29-4959-a63d-8429b854c3a4,,64f97d3f-c1c7-48cd-8376-6cc7ee4619d7,anchor,,,,,,,,,f,
