id,calendar_id,tenant_domain,market_id,title,format,target_keyword,demand_signal,funnel_stage,differentiation_angle,target_reader,target_persona_id,cta,channels,estimated_hours,status,ai_generated,content_asset_id,sort_order,created_at,updated_at,scheduled_at,campaign_id,solution_area_id,conference_id,summary,form_categories,fit_assessment,derived_from_brief_id
dcbfe371-f7ad-4b26-ac87-1919a7315caf,69629022-e388-4ec0-9a52-bc698e9daa8d,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,How to implement a company operating system without creating more bureaucracy,newsletter,company operating system,"Tracked keyword priority plus recurring CEO and COO objections that new frameworks may feel generic, disruptive, or bureaucratic.",awareness,"We address the common fear that operating systems slow teams down, showing how a tailored cadence can reduce meeting waste and decision drag. The emphasis is on fit, empathy, and execution discipline rather than rigid methodology adoption.",Chief Executive Officer of an $80M midmarket manufacturing company,,Reply to get the leadership cadence checklist.,"{newsletter,linkedin,email}",3,removed,t,,7,2026-06-09 13:51:56.960857,2026-06-10 15:24:47.004,,,,,,,,
001a5101-bbad-4b6d-aa78-8b01bde4f537,69629022-e388-4ec0-9a52-bc698e9daa8d,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,The implementation accountability gap: why strategy fails after the deck,landing_page,strategy,Competitive gap explicitly notes market demand for clear delivery-model messaging and implementation commitment; several competitors position strongly on strategy-to-execution continuity.,decision,"This page clarifies Synozur's delivery model as advisory with implementation accountability, differentiating from firms that either stop at recommendations or sell large-scale SI work. It explains exactly how we stay engaged through execution without becoming a generic implementer.",Head of Enterprise Transformation evaluating consulting partners after a failed strategy engagement,,Book an executive discovery call to discuss your transformation delivery model.,"{website,paid_social,sales_enablement}",8,removed,t,,8,2026-06-09 13:51:56.960857,2026-06-10 15:24:47.004,,,,,,,,
ebdb7d0c-b40c-4dd1-8e1a-608f9767c84f,b62d7a5d-9f59-4e32-8511-cf83e2168d8c,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,"The AI-First Maturity Ladder: Ready, Enabled, First",ebook,AI maturity model for midmarket,"Recurring buyer question: 'What does good look like after experimentation, and how do we know what stage we're really in?'",awareness,Synozur's ladder combines maturity with human-centered adoption and operating-model change instead of just technical capability scoring.,Midmarket Retail AI Pragmatist,,Use the ladder to identify your next practical step toward sustained AI value.,"{linkedin,facebook}",,suggested,t,,6,2026-06-12 21:41:15.172574,2026-06-12 21:41:15.172574,,6badecf3-3631-4538-b39e-7a80e6090f4c,,,"This concept organizes sustaining AI value into an executive-friendly maturity ladder showing how companies progress from basic readiness to AI-enabled execution to an AI-first operating model. It adapts cleanly into social, blog, ebook, or webinar form because the ladder gives every format a simple narrative spine.","{short_form,mid_form,long_form,digital_interactive}","{""topicFit"": ""strong"", ""voiceFit"": ""strong"", ""rationale"": ""It fits established messaging precisely and gives the campaign's sustained-value story a clear structure."", ""recommendation"": ""keep""}",
29191a02-7a4b-455d-a6c5-383e7529e3b0,b62d7a5d-9f59-4e32-8511-cf83e2168d8c,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,PE Playbook: Sustaining AI Value Across a Portfolio,webinar,private equity AI value creation,"GTM priority: Synozur is actively expanding into PE-backed transformation, where urgency, budgets, and ROI pressure are higher.",decision,Synozur offers a portfolio-wide strategy-to-execution framework without forcing one-size-fits-all implementation across companies.,PE Portfolio AI Value Architect,,See how to create one AI value-creation playbook across diverse portfolio companies.,{linkedin},,suggested,t,,7,2026-06-12 21:41:15.172574,2026-06-12 21:41:15.172574,,6badecf3-3631-4538-b39e-7a80e6090f4c,,,"A concept focused on how private equity leaders can avoid fragmented AI spending by using a shared value-creation lens while tailoring operating models to each portfolio company. It works across formats because it can be teased as a thesis post, expanded into a portfolio playbook, or delivered as a closed-door executive discussion topic.","{short_form,mid_form,long_form,digital_interactive}","{""topicFit"": ""strong"", ""voiceFit"": ""strong"", ""rationale"": ""This is highly aligned to both the campaign and the company's stated GTM focus on PE-backed transformation."", ""recommendation"": ""keep""}",
235f6af9-5e02-4351-8560-646a696d4246,b62d7a5d-9f59-4e32-8511-cf83e2168d8c,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Why Sustained AI Value Depends on Publishable Guardrails,linkedin_post,AI governance guardrails,"Recurring objection: leaders worry about compliance, quality, and reputational risk when AI moves from pilot usage into everyday workflows.",consideration,"Synozur makes human review and publishable guardrails central to scaling AI, not an afterthought once tools are deployed.",Tribal IT Leader at Casino Revenue Tribe,,Review the guardrails that make AI adoption safer and more sustainable.,"{linkedin,facebook}",,suggested,t,,8,2026-06-12 21:41:15.172574,2026-06-12 21:41:15.172574,,6badecf3-3631-4538-b39e-7a80e6090f4c,,,"A concept about the often-overlooked trust layer behind sustained AI adoption: clear human review standards, no impersonation, and a repeatable ASK → REVIEW → EDIT → REPEAT discipline. It can work as a values-led post, a governance article, or a practical webinar segment because the guardrails are simple, ownable, and relevant to leaders wary of AI slop.","{short_form,mid_form,digital_interactive}","{""topicFit"": ""strong"", ""voiceFit"": ""strong"", ""rationale"": ""It strongly matches the brand's human-centered AI-native voice and supports the campaign's focus on sustained adoption."", ""recommendation"": ""keep""}",
6751e832-ae29-44a3-a85b-c6a7ba1773ee,b62d7a5d-9f59-4e32-8511-cf83e2168d8c,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,The Microsoft AI Stack as the Answer to Sustained Value,press_release,Microsoft AI transformation,Market theme: Microsoft-led AI and cloud transformation remains a visible topic for buyers and partners.,awareness,Attempts to tie sustained AI value to Microsoft ecosystem alignment.,Midmarket Microsoft Systems Integrator COO,,Learn how Microsoft platforms can support long-term AI transformation.,"{linkedin,twitter}",,suggested,t,,9,2026-06-12 21:41:15.172574,2026-06-12 21:41:15.172574,,6badecf3-3631-4538-b39e-7a80e6090f4c,,,"A concept centered on Microsoft technology as the main path to sustaining AI value over time. While it could attract ecosystem attention, it risks sounding too platform-led and too close to Avanade-style positioning instead of Synozur's more vendor-agnostic, operating-model-focused differentiation.","{short_form,mid_form}","{""topicFit"": ""moderate"", ""voiceFit"": ""weak"", ""rationale"": ""It drifts toward competitor territory and undercuts Synozur's vendor-agnostic, human-centered positioning while only partially matching the campaign theme."", ""recommendation"": ""reject""}",
0b04ac37-edf5-4a48-96cc-78655476a08d,fd0fc29b-7a3e-4260-a333-1c9009bc3d9d,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,New blog post,blog_post,,,awareness,,,,,,,suggested,f,,0,2026-07-03 00:48:39.996759,2026-07-03 00:48:39.996759,,c5dbd366-b09a-4b7e-a3c8-317516e7ab62,,,,,,
019c7276-7258-49a0-8fec-0f66b2c97717,69629022-e388-4ec0-9a52-bc698e9daa8d,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,AI strategy for tribal enterprises: how to move forward without compromising sovereignty,blog_post,AI,"Direct persona demand around tribal data sovereignty, privacy, ethical AI adoption, and limited internal readiness; these are specific recurring objections and decision criteria in the provided ICP.",awareness,"Most AI strategy content ignores sovereignty and cultural fit. Our take centers governance, tribal values, workforce readiness, and practical sequencing across casino, government, and community-service contexts.",Tribal CIO overseeing casino and government technology systems,,Start with a collaborative roadmap session tailored to sovereignty and operational priorities.,"{blog,linkedin,email}",6,removed,t,,9,2026-06-09 13:51:56.960857,2026-06-10 15:24:47.004,,,,,,,,
8385ea08-4651-477a-b17c-15969800b5d5,69629022-e388-4ec0-9a52-bc698e9daa8d,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,From co-sell confusion to partner momentum: a strategic roadmap for midmarket Microsoft SIs,blog_post,GTM Strategy,"Strong persona-based demand from Microsoft SI COOs who miss incentive updates, struggle to differentiate, and need deeper field relationships; preferred channels reinforce partner-ecosystem content demand.",consideration,"Rather than generic partnership tips, we focus on operating choices that improve Microsoft visibility, offering alignment, and execution readiness. This positions Synozur as a strategic ecosystem advisor, not just a channel-marketing voice.",COO of a 300-employee Microsoft systems integrator,,Request a Microsoft partnership gap assessment.,"{blog,linkedin,webinar}",6,removed,t,,10,2026-06-09 13:51:56.960857,2026-06-10 15:24:47.004,,,,,,,,
03ae410e-6048-40a5-95e1-b5575f27986e,a4dc5195-c6be-48ad-9154-e130cb355533,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Your AI Budget Just Became Variable,linkedin_post,token-based AI pricing,The campaign themes explicitly highlight provider moves away from per-user pricing toward token-based pricing and the resulting need for enterprises to absorb variable midyear cost changes into fixed budgets.,awareness,Most firms talk about AI adoption in abstract terms; Synozur can differentiate by translating frontier-lab financing news into operating-model and budgeting consequences for CEOs and PE leaders.,Private Equity Technology and Investment Leader,,Assess where variable AI costs could disrupt portfolio budgets before renewal cycles force reactive cuts.,"{linkedin,twitter}",,suggested,t,,0,2026-06-12 23:14:40.488674,2026-06-12 23:14:40.488674,,c89710ae-1bb3-407f-bf9d-65f453aa3877,,,"A buyer-focused concept explaining how token-based pricing shifts AI from a predictable SaaS line item to a volatile operating cost. It works across formats because it can start as a sharp executive warning, expand into budgeting guidance, and support practical planning conversations about protecting ROI when model costs move midyear.","{short_form,mid_form,digital_interactive}","{""topicFit"": ""strong"", ""voiceFit"": ""strong"", ""rationale"": ""This is directly tied to the token economy theme and matches Synozur's calm, executive-level, outcome-oriented voice."", ""recommendation"": ""keep""}",
30b1f172-5377-490c-80ef-9bf34c437212,a4dc5195-c6be-48ad-9154-e130cb355533,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Anthropic's Debt-Fueled Compute Race Has a Downstream Buyer Impact,newsletter,Anthropic AI pricing impact,"The campaign names Anthropic's IPO filing, SpaceX compute deal, and a major debt package to fund chips as top news items worth announcing.",awareness,"Rather than repeating capital-markets headlines, Synozur interprets what they mean for operating budgets, governance, and near-term value realization inside real companies.",PE Portfolio AI Value Architect,,Use this market moment to reset portfolio assumptions about AI cost curves and proof expectations.,"{linkedin,twitter}",,suggested,t,,2,2026-06-12 23:14:40.488674,2026-06-12 23:14:40.488674,,c89710ae-1bb3-407f-bf9d-65f453aa3877,,,"A news-reactive concept connecting Anthropic's IPO filing, chip financing, and compute deals to a simple conclusion for enterprise buyers: infrastructure economics upstream will reshape pricing discipline downstream. It works well as commentary, a newsletter section, or a webinar discussion because the same thesis can be unpacked at different depths.","{short_form,mid_form,digital_interactive}","{""topicFit"": ""strong"", ""voiceFit"": ""strong"", ""rationale"": ""It is tightly anchored in the named news and turns market noise into practical executive guidance."", ""recommendation"": ""keep""}",
7c094934-0cd0-41c4-8b28-ee96f61a51b3,a4dc5195-c6be-48ad-9154-e130cb355533,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,The AI Token Economy Is Forcing a 30/60/90 Value Realization Discipline,whitepaper,AI value realization framework,"Strategic recommendations explicitly call for a public 30/60/90 value realization framework, while the campaign stresses rising pressure for near-term provable financial gains.",consideration,"This helps close Synozur's current ROI-quantification gap with a practical, buyer-safe framework instead of vague transformation language.",Private Equity Technology and Investment Leader,,Adopt a 30/60/90 review model before approving the next wave of AI spend.,{linkedin},,suggested,t,,3,2026-06-12 23:14:40.488674,2026-06-12 23:14:40.488674,,c89710ae-1bb3-407f-bf9d-65f453aa3877,,,"A concept that uses the token-pricing shift to argue for explicit 30-, 60-, and 90-day value checkpoints on every AI initiative. It can become a framework post, a deeper whitepaper, or an executive workshop topic focused on proving financial outcomes fast enough to survive budget scrutiny.","{short_form,mid_form,long_form,digital_interactive}","{""topicFit"": ""strong"", ""voiceFit"": ""strong"", ""rationale"": ""The idea aligns with both campaign urgency and a live strategic recommendation to strengthen measurable-outcome messaging."", ""recommendation"": ""keep""}",
c19aaa11-04c2-476b-95ac-86f4ded94c9f,a4dc5195-c6be-48ad-9154-e130cb355533,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,"When AI Costs Move Midyear, What Gets Cut?",linkedin_post,midyear AI budget changes,"The interview specifically says enterprises will need to fit variable midyear cost changes into established budgets, affecting both AI and non-AI investment areas.",awareness,"Synozur can stand apart by acknowledging the uncomfortable portfolio tradeoffs executives face, rather than promoting AI as costless innovation.",Scaling Midmarket CEO,,Pressure-test which initiatives in your plan are resilient if AI spend becomes a moving target.,"{linkedin,twitter}",,suggested,t,,4,2026-06-12 23:14:40.488674,2026-06-12 23:14:40.488674,,c89710ae-1bb3-407f-bf9d-65f453aa3877,,,"A concept built around a hard executive tradeoff: if AI costs rise unexpectedly under token pricing, what non-AI initiatives, headcount plans, or transformation bets lose funding? The idea works across forms because it invites provocative social discussion, richer blog analysis, and facilitated executive conversations.","{short_form,mid_form,digital_interactive}","{""topicFit"": ""strong"", ""voiceFit"": ""strong"", ""rationale"": ""It is concrete, urgent, and consistent with the brand's straightforward but empathetic style."", ""recommendation"": ""keep""}",
a03c8b47-6dd6-4d05-9c7c-044624d85648,fd0fc29b-7a3e-4260-a333-1c9009bc3d9d,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,How did SpaceX go from being a rocket company to one of the leaders of AI and a member of the silicon seven last month?,blog_post,,,awareness,,,,,,,approved,f,4c1dc0ab-bfa1-4abb-8e79-0731dce2acf3,0,2026-07-03 00:52:49.598025,2026-07-06 05:38:18.441,,c5dbd366-b09a-4b7e-a3c8-317516e7ab62,,,,,,
e2119377-e7d0-46ab-bbfc-228915c87eba,a4dc5195-c6be-48ad-9154-e130cb355533,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Portfolio AI Without Portfolio Sprawl,ebook,portfolio AI governance,"Selected PE personas explicitly struggle with disconnected AI initiatives and duplicated spend, and the campaign adds cost pressure that makes portfolio sprawl more expensive.",consideration,Synozur can position itself against one-size-fits-all firms by offering a portfolio-wide framework that still adapts to each operating model.,PE Portfolio AI Value Architect,,"Create a portfolio view of AI spend, governance, and use-case priority before token pricing magnifies duplication.",{linkedin},,suggested,t,,5,2026-06-12 23:14:40.488674,2026-06-12 23:14:40.488674,,c89710ae-1bb3-407f-bf9d-65f453aa3877,,,"A PE-focused concept arguing that variable AI pricing makes fragmented experimentation across portfolio companies even more dangerous. It can span social, articles, and executive sessions by showing why firms need one value-creation lens, one governance approach, and company-specific priorities rather than disconnected pilots.","{short_form,mid_form,long_form}","{""topicFit"": ""moderate"", ""voiceFit"": ""strong"", ""rationale"": ""The PE angle is highly relevant to the brand and buyer, though the token-economy connection is one step less direct than the strongest concepts."", ""recommendation"": ""keep""}",
6cd6f7be-979a-46ca-9258-f5c02b67fa8d,a7d8eadf-b9a0-4e33-b236-6f689f8ee415,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,From AI hype to a 6-week roadmap: a practical GTM Strategy for midmarket retail CIOs,newsletter,GTM Strategy,"Tracked keyword in the demand pool combined with recurring buyer questions from the Forward-Thinking Midmarket Retail CIO persona about which AI use cases will deliver business value, what readiness is required, and how to avoid random experimentation.",consideration,"Unlike generic AI roadmapping content, this brief connects go-to-market and operational use cases to an implementation-accountable advisory model, emphasizing quick wins, data readiness, and leadership alignment rather than vendor-first tooling.",CIO at a 600-employee multi-channel retail company,,Book a consultative AI readiness and roadmap session.,"{""Email newsletter"",LinkedIn,""retail executive communities"",""sales nurture""}",5,removed,t,,2,2026-06-09 13:45:47.136641,2026-06-10 15:24:47.004,,,,,,,,
807175f8-fe98-4ec1-9d31-24b2b0f300cf,a7d8eadf-b9a0-4e33-b236-6f689f8ee415,synozur.com,137db123-4906-4e61-af99-f0d23d86a622,Strategy-to-execution accountability: what enterprise buyers should demand from transformation advisors,landing_page,strategy,"High-impact competitive gap identified in the intelligence: buyers increasingly expect clear implementation commitment and delivery model clarity, while Synozur needs stronger positioning around strategy-to-execution accountability.",decision,This page directly addresses market skepticism created by firms that either stop at recommendations or over-index on systems integration. Synozur’s position is a middle path: empathetic strategic advisory with hands-on implementation accountability and senior-level partnership throughout.,"Head of Enterprise Transformation at a 2,500+ employee manufacturing company navigating post-merger integration",,Schedule an executive briefing on Synozur’s strategy-to-execution delivery model.,"{Website,""LinkedIn ads"",""account-based email"",""partner referrals""}",8,removed,t,,3,2026-06-09 13:45:47.136641,2026-06-10 15:24:47.004,,,,,,,,
