id,tenant_id,name,description,is_default,status,created_by,created_at,updated_at,business_type,primary_color,secondary_color,last_visited_at
5d149a37-4d48-4ada-994a-eff6cc41c995,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Microsoft,"Microsoft is a multinational technology corporation that develops, manufactures, licenses, and supports a wide range of software products, services, and devices. The company is known for its Windows operating systems, Office productivity suite, Azure cloud platform, and various consumer and enterprise technology solutions.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-01-26 07:06:46.807357,2026-06-15 13:12:04.811,b2b,,,
9a53d812-6ca7-4dae-bc95-9fc975dadab5,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Rightpoint,"Rightpoint is an insight-driven, AI-powered consulting agency that designs, builds, and optimizes digital solutions for enterprise transformation. They specialize in creating seamless customer and employee experiences through services spanning design, strategy, technology, and partnerships with leading enterprise technology providers.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-01-20 06:38:21.823842,2026-07-03 15:31:55.907,b2b,,,
137db123-4906-4e61-af99-f0d23d86a622,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Default,Default market for The Synozur Alliance,t,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-01-18 16:05:20.220552,2026-01-18 16:05:20.220552,b2b,,,2026-07-18 07:34:22.162
08610095-ef99-4205-b5ae-13264021a471,d63dce69-960c-4643-ad8e-f7f7ca9e36d2,Default,Default market for chrismcnulty.net,t,active,cfb63c72-81e0-44ff-9c96-7d6632a72dde,2026-01-19 19:47:54.263545,2026-04-10 03:36:28.413,b2c,,,2026-07-06 03:58:12.547
0ac8db60-16c4-4665-a8f3-e4655a5a29b5,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,ClearPeople,"ClearPeople develops Atlas, an Intelligent Knowledge Platform for Microsoft 365 that captures, manages, and unifies organizational knowledge across intranets, client portals, and AI tools. They provide enterprise knowledge management solutions with AI-powered search and content aggregation, primarily serving legal, professional services, and financial services industries.",f,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-01-30 01:05:55.454852,2026-01-30 01:05:55.454852,b2b,,,2026-07-18 07:05:21.915
df5aac98-bc6d-41ae-a00b-a61d3e1505a9,15b8b887-cab2-44ee-a2c5-7cf2de3a926f,Default,Default market for Protiviti,t,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-06 22:25:42.003067,2026-03-06 22:25:42.003067,b2b,,,
ef08cf28-7cb2-4515-a451-62f3989b55cf,15b8b887-cab2-44ee-a2c5-7cf2de3a926f,Orchestry,"Orchestry provides a Microsoft 365 management and automation tool that helps IT teams diagnose issues, automate governance, prevent content sprawl, and secure their Microsoft 365 tenant. The platform streamlines workspace provisioning, automates cleanup and archival, manages access controls, and reduces security risks across Teams and SharePoint environments.",f,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-06 22:27:36.724646,2026-03-06 22:27:36.724646,b2b,,,
188acbd9-121b-4b3f-b21b-37b4e46638e0,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Minburn Technology,"A Service-Disabled Veteran-Owned Small Business (SDVOSB) Value-Added Reseller specializing in enterprise Information Technology and Healthcare solutions for the Federal Government. They focus on Microsoft licensing and cloud services, HPE products, and medical carts for government agencies including the Department of Defense and Veterans Affairs.",f,active,609baf10-d7b7-4ad2-850c-bdb4a791eefd,2026-03-26 21:25:05.723686,2026-03-26 21:25:05.723686,b2b,,,
ca220481-8e38-44ac-8bec-b77fce1155d9,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Hellman & Friedman (H&F),"A private equity investment firm founded in 1984 that focuses on making large-scale equity investments in market-leading companies within select sectors where they have deep domain expertise. They operate with offices in San Francisco, New York, and London, partnering with management teams to support long-term growth and value creation.",f,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-28 15:51:33.6644,2026-03-28 15:51:33.6644,b2b,,,
60965484-0510-4fee-b01a-fb6bb2422b80,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Orangutech,"A Canadian technology reseller and consulting firm that specializes in digital transformation solutions for the Canadian public sector, focusing on Microsoft 365 implementation, software solutions, and expert project services. They help government organizations modernize their digital workplaces through services including digital adoption, automation, migration, data management, and records management.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-02 15:27:10.141303,2026-04-03 21:54:14.803,b2b,,,
9705950c-adda-40e3-8f88-7704fdff4d50,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Quest Software,"Quest Software is a global leader that provides AI data management, cybersecurity, and platform modernization solutions. They specialize in helping organizations migrate, secure, and manage their data infrastructure, with a focus on database management, Microsoft platform migrations, identity security, and AI-ready trusted data platforms.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-02 21:53:13.844923,2026-06-15 13:12:16.11,b2b,,,
d446066a-1794-478a-b019-63409921304a,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Cedergreen Cellars,"A winery located in Woodinville, Washington that produces wines including reds, whites, rosés, and sparkling varieties, with a focus on food-friendly wines. They operate a tasting studio open on weekends and are owned and operated by Kevin & Julie Cedergreen.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 11:38:46.548915,2026-07-03 15:28:59.027,b2b,,,
fd07e8e6-04ec-4d59-bd3d-04ed0e567c12,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Story Cellars Winery,"Story Cellars Winery is a winery business that produces and sells wine. Based on the name, they likely focus on creating wines with unique stories or heritage behind their products.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 00:14:42.677506,2026-07-03 15:29:07.752,b2b,,,
6496aaa4-2ddf-4cad-a993-29582e8590b1,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Slalom,"Slalom is a business and technology consulting company that provides professional services including AI implementation, legacy modernization, and digital transformation. They help organizations drive innovation and measurable results through strategy, technology solutions, and outcome-focused consulting across various industries.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-02 18:01:06.14287,2026-07-03 15:29:11.48,b2b,,,
e60427a8-7765-4e8a-a031-3324c883931f,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,AvePoint,"AvePoint provides a unified data protection platform for enterprises, offering integrated security, governance, compliance, and data resilience solutions for cloud environments and digital workplaces. They specialize in data protection, backup and recovery, and data security posture management (DSPM) for organizations operating in highly regulated industries.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-02 21:56:01.438773,2026-07-03 15:29:48.896,b2b,,,
6f5ed80d-e3b4-4d0e-8c71-6c622c224de8,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,WIT Cellars,"A Washington state winery that produces unpretentious wines with a warm, welcoming approach focused on community and good times. They offer wine club memberships, host events like concerts and release parties, and emphasize creating an accessible, fun wine-tasting experience without the traditional formality.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 11:32:12.190852,2026-07-03 15:30:08.305,b2b,,,
b085c33e-6301-4882-a3fd-5010c4e45238,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Narrative Strategies,"Narrative is a full-service strategic communications firm that solves reputational and public affairs challenges at the convergence of business, media, and politics. They provide integrated communications services including crisis management, public affairs, media relations, and strategic counsel to help clients navigate complex communications environments.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-07 23:29:09.377487,2026-07-03 15:32:13.001,b2b,,,
9f8f5946-4dd7-418b-b200-ff258a569bf2,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Orchestry,"Orchestry provides a Microsoft 365 management and automation tool that helps IT teams diagnose issues, automate governance, prevent workspace sprawl, and control security risks. The platform streamlines workspace provisioning, automates cleanup and archival, manages permissions and oversharing, and provides actionable insights to keep Microsoft 365 environments secure, compliant, and efficient.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-03-06 18:58:04.375902,2026-07-03 15:32:15.637,b2b,,,
0ef94ec0-4a79-4bf6-8bf8-7009864131e5,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Adobe,"Adobe provides creative, marketing, and document management solutions including software products like Photoshop, Illustrator, Acrobat, and AI-powered tools for creators and businesses. They offer comprehensive digital tools for content creation, design, video editing, and document workflows.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-01 03:36:58.964753,2026-07-18 07:04:49.846,b2b,,,
0d26aaa5-4ae5-40d8-a834-e70c84f9d45e,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Advania,"Advania is a Nordic IT services and solutions company that provides technology consulting, cloud services, infrastructure, and digital transformation solutions to businesses. They help organizations optimize their IT operations and implement modern technology solutions.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-03 11:19:31.751545,2026-07-18 07:04:55.245,b2b,,,
90fced24-a70f-4e90-b76e-1b0c86db716c,f855e5d0-3b0e-47a6-9fd6-b1c36e0b87dd,Default,Default market for go-planet.com,t,active,3c69a488-d63b-459b-b9f9-a85a79450540,2026-04-08 17:30:08.729147,2026-04-08 17:30:08.729147,b2b,,,
7e3c6dd6-fbf4-44ae-9880-0d4f190c51ba,434d6a0a-90a0-4277-82fe-69a0e4e78fff,Default,Default market for accordancetech.com,t,active,ab483aab-af64-4f4a-aed7-e645f34e06cb,2026-05-05 21:27:45.199044,2026-05-05 21:27:45.199044,b2b,,,
298c26bd-3400-4ac4-8001-eb38f4f163ed,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Protiviti,"Protiviti is a global business consulting firm that provides services including technology transformation, AI implementation, risk management, compliance, cybersecurity, and strategic consulting to help businesses grow and operate with confidence.",f,active,d16785bb-93ce-4fc1-b10c-4ed18d8d7acd,2026-05-05 21:41:58.078037,2026-05-05 21:41:58.078037,b2b,,,
0dad59af-ea3b-4cb2-bf04-f365c7a69114,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Clarion Capital Partners,Clarion Capital Partners is a New York-based investment manager operating two primary business segments: Private Equity (making majority and growth investments in lower middle-market companies) and Credit (investing in CLO securities). They focus on building partnerships through alignment of capital and culture.,f,active,900566a4-436d-4c5d-b9ef-3c15df72a303,2026-05-05 21:42:52.238382,2026-05-05 21:42:52.238382,b2b,,,
93e60ca4-1f9d-456d-af6d-82d8af0566d1,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Barclays US Consumer Bank,"Barclays US is a consumer banking institution that offers credit cards, savings accounts, CDs, and personal loans directly to individual customers. They partner with brands like JetBlue to provide co-branded credit card products.",f,active,41b7378d-31af-402a-b50d-4d8e204bbd7d,2026-05-05 21:43:32.022984,2026-05-05 21:43:32.022984,b2b,,,
df16877c-1384-407b-be3d-69e8a3442178,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Munich Re,"Munich Re is a global reinsurance company that provides risk transfer solutions, reinsurance products, and insurance-related services to insurance companies across property/casualty, life/health, and specialty lines.",f,active,c6dfbcda-8020-46c6-a5e8-d13f4238fa37,2026-05-05 21:43:48.348463,2026-05-05 21:43:48.348463,b2b,,,
28dc9e03-8a9c-448e-8aa4-7818fa503a82,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Safe-Guard,,f,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 21:48:49.656253,2026-05-05 21:48:49.656253,b2b,,,
0afdd7be-dd94-47e6-89d5-dd3696094e45,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Power Up Learning,"Unable to determine specific services from the provided content. The website appears to be related to learning or education based on the domain name, but the page content only shows 'Untitled Page' without any substantive information.",f,active,41b7378d-31af-402a-b50d-4d8e204bbd7d,2026-05-05 21:52:00.746087,2026-05-05 21:52:00.746087,b2b,,,
a83caa9d-904f-4508-a008-028921e755d2,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,WinWire,"WinWire is an AI-first services firm that provides Agentic AI solutions, cloud modernization, and digital transformation services primarily for Healthcare and Software/Digital Platform sectors. They are a Microsoft partner specializing in AI implementation, data modernization, and application development.",f,active,d9f6861d-f090-4103-8bb2-a5c8489552b5,2026-05-05 22:06:35.437427,2026-05-05 22:06:35.437427,b2b,,,
7e86ba11-1ba2-4853-a91b-bcd180e0ba0f,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Willows Lodge,"A boutique luxury hotel and spa located in Woodinville, Washington, featuring 84 rooms, fine dining at Barking Frog restaurant, spa services, and event facilities. The Pacific Northwest-inspired lodge is situated 30 minutes from Seattle and offers accommodations, weddings, meetings, and access to the scenic Woodinville wine country area.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-05 11:59:14.512363,2026-07-03 15:30:06.502,b2c,,,
872dde94-3e6c-4115-acdc-2c79b3276138,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,ICC-IMS,"ICC-IMS provides data-driven pavement and sidewalk management services, equipment, and software solutions for infrastructure asset management. They specialize in automated condition surveys, pavement data collection, and asset management systems for transportation networks.",f,active,6a963bc8-8605-4bdb-ae33-32efe0d5e27d,2026-05-05 21:42:52.270549,2026-07-03 15:30:38.436,b2b,#810FFB,#E60CB3,
723cb0a7-893c-4f36-b867-d6a207f2bfde,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Delta Air Lines,"Delta Air Lines is a major commercial airline that provides air travel services, including flight bookings, plane tickets, and travel-related services such as hotel and car reservations.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-05 22:36:51.498143,2026-07-03 15:32:23.804,b2c,,,
7f49f485-e251-4e51-8114-cce62e5ce6a9,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,AIIM - The Association for Intelligent Information Management,"AIIM is a professional association that provides training, certifications, resources, and community support to help organizations and professionals manage unstructured data, implement intelligent information management practices, and prepare for AI and automation. They offer the Certified Information Professional (CIP) certification and serve information management practitioners across industries including finance, government, legal, and utilities.",f,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-04-28 17:51:57.822324,2026-04-28 17:51:57.822324,b2b,,,2026-07-09 16:20:30.631
17b318bd-67fa-40b5-858e-77c3db633a56,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Belron,"Belron is one of the world's leaders in vehicle glass repair, replacement and recalibration (VGRRR), operating through major brands like Safelite, Carglass, and Autoglass in 42 markets globally. They serve millions of individual customers each year through their network of over 30,000 employees.",f,archived,91f8f6ab-4a0a-42a8-ab88-193125340fa4,2026-05-05 21:49:26.063287,2026-07-18 07:03:57.113,b2c,,,
b3c49c08-f9c9-483b-8820-acffc29be17a,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Navajo Nation,"The official governmental organization of the Navajo Nation, a sovereign Native American tribal government that provides legislative, executive, and public services to the Navajo people across their territory.",f,archived,d5b93415-3a37-4128-bc4b-40e2a29197a8,2026-05-06 16:44:05.180411,2026-07-18 07:04:15.269,b2c,,,
ea07a669-2e2b-4dbc-84fd-42f0009d0955,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Seminole Tribe of Florida,"A Federally Recognized Indian Tribe that provides governance, services, and resources to its Tribal Members while preserving Seminole history and culture. The organization operates various tribal programs, employment services, and publishes the Seminole Tribune.",f,archived,d5b93415-3a37-4128-bc4b-40e2a29197a8,2026-05-05 21:45:58.222865,2026-07-18 07:04:24.888,b2c,,,
cf966795-4a02-410b-ac2b-00d57aca1127,d141ef0a-c388-4c93-89a3-6a59192778d4,Ashling,"Ashling is a global provider of Intelligent Automation (IA) and digital transformation solutions that helps businesses identify automation opportunities, implement AI-powered solutions, and optimize processes across their operations. They offer end-to-end services from discovery and strategy to deployment and ongoing management of automation systems.",f,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-08 18:16:32.720389,2026-05-08 18:16:32.720389,b2b,,,
84a7b88d-e662-47ef-9a1a-fbc2d1046b49,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Platinum Equity,"Platinum Equity is a global private equity investment firm that specializes in mergers, acquisitions, and operational improvement (M&A&O®) of companies across various industries. They manage approximately $48 billion in assets and invest on behalf of institutional investors, focusing on unlocking the potential of acquired companies through financial and operational support.",f,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-11 04:11:47.562244,2026-05-11 04:11:47.562244,b2b,,,
d8017313-db5e-4e57-910c-95b19f5f9b19,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,World Wide Technology (WWT),"WWT is a technology solutions provider that offers services including digital workspace, cloud, mobility, security, and digital automation solutions to help organizations modernize their technology infrastructure and operations. They provide consulting, implementation, and managed services across various technology domains.",f,active,609baf10-d7b7-4ad2-850c-bdb4a791eefd,2026-05-11 20:43:00.795132,2026-05-11 20:43:00.795132,b2c,,,
f0bcbd9a-e68c-4dfc-87d8-d0adc9660f51,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Takeda Pharmaceuticals,"A global pharmaceutical company that researches, develops, and manufactures innovative medicines and treatments across multiple therapeutic areas including gastrointestinal diseases, rare diseases, oncology, neuroscience, and plasma-derived therapies.",f,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-05 13:42:51.292644,2026-06-05 13:42:51.292644,b2b,,,
21967b75-d76d-4c89-91f5-59b4a9a3d089,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,WinWire,"WinWire is an AI-first services firm that provides Agentic AI solutions, cloud modernization, and digital transformation services primarily for Fortune 500 companies in healthcare, fintech, and technology sectors. They are a Microsoft partner specializing in AI implementation, data modernization, and platform engineering.",f,archived,d9f6861d-f090-4103-8bb2-a5c8489552b5,2026-05-05 22:08:04.933213,2026-06-08 18:42:16.288,b2c,,,
a95efa43-f0a9-4ae4-8488-1fe8bff8b529,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,iS Clinical,"iS Clinical is a skincare company that sells clinical-grade skincare products including cleansers, serums, moisturizers, and sunscreens directly to consumers through their e-commerce website. They offer products featuring ingredients like vitamin C, retinol, and peptides for various skin concerns.",f,active,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-09 01:44:16.843366,2026-06-09 01:44:16.843366,b2c,,,
1d70e3b8-1fc9-4c26-a4ea-194832396b83,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,ICON Skincare,"ICON Skincare is a skincare brand that sells clinical-grade skincare products including cleansers, serums, and moisturizers directly to consumers. Founded by the creators of iS Clinical, they focus on delivering results-driven skincare products with a simplified approach.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-06-09 01:49:58.596203,2026-07-03 15:29:30.432,b2c,,,
a8e7cd06-ed45-41ec-b4a1-1c8a55a17a97,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Avanade,"Avanade is the world's leading expert on Microsoft technologies, helping organizations unlock their full potential through AI, cloud, and digital transformation services. They are a 20-time Microsoft Global System Integrator Partner of the Year, providing comprehensive solutions across the Microsoft ecosystem including cloud services, data analytics, AI implementation, and managed services.",f,archived,609baf10-d7b7-4ad2-850c-bdb4a791eefd,2026-02-12 19:54:15.38106,2026-07-03 15:29:52.561,b2b,,,
2e7dced4-517d-4271-99d6-dffdeff64c66,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Amazon,"Amazon is a global technology and e-commerce company that operates online retail platforms, provides cloud computing services (AWS), offers streaming entertainment (Prime Video), develops AI assistants (Alexa), and delivers various consumer and business services including grocery delivery and logistics.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-27 14:50:10.509478,2026-07-03 15:29:55.79,b2c,,,
1e288019-256e-4322-9781-1034bd47331c,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Thoma Bravo,"Thoma Bravo is the world's largest software-focused private equity investment firm, specializing in acquiring and investing in enterprise software companies. They manage over $183 billion in assets under management across approximately 80 current portfolio companies.",f,archived,116500d0-357e-4ace-a7af-7264ed58e22a,2026-05-06 18:05:07.617255,2026-07-18 07:04:34.756,b2b,,,
7856ea44-c556-4a25-a43e-9c6bb238e648,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Vail Rubber Works,"Vail Rubber Works is a custom roll covering and industrial roll services company that manufactures, maintains, and refurbishes industrial rolls for manufacturing facilities across various sectors including steel, aluminum, and papermaking. Founded in 1891, they provide comprehensive roll solutions including custom rubber compounds, thermal spray coatings, precision grinding, and roll core maintenance.",f,active,609baf10-d7b7-4ad2-850c-bdb4a791eefd,2026-07-02 18:59:33.732157,2026-07-02 18:59:33.732157,b2b,,,2026-07-09 16:51:43.421
9a69511b-78e8-4ac0-b74a-3892578b764b,7b3e4d72-a5b3-4e71-bb42-97d034dd38b4,Mohegan Gaming & Entertainment,"Mohegan is a master developer and operator of integrated entertainment resorts in North America, including casinos, hotels, arenas, dining, and shopping experiences. The company develops and manages casino resorts such as Mohegan Sun and also owns the WNBA team Connecticut Sun.",f,archived,d5b93415-3a37-4128-bc4b-40e2a29197a8,2026-05-06 18:05:18.186481,2026-07-18 07:04:10.789,b2c,,,
